Time,Position,Velocity,Angle,Voltage,Current
1.1816569999999995,74.0,0.0,-5.1724137931034475,0.0,0.125
1.427435000000001,74.0,0.0,-5.1724137931034475,0.0,0.125
1.4605449999999998,74.0,0.0,-5.1724137931034475,0.0,0.125
1.5039840000000009,0.0,0.0,-9.0,0.0,0.125
1.5328780000000002,0.0,0.0,-9.0,0.0,0.125
1.5649040000000003,0.0,0.0,-9.0,0.0,0.125
1.5925270000000005,1.0,0.0,-8.948275862068966,0.0,0.125
1.6147419999999997,1.0,0.0,-8.948275862068966,0.0,0.125
1.6429939999999998,0.0,0.0,-9.051724137931034,0.0,0.125
1.6711469999999995,1.0,0.0,-8.948275862068966,0.0,0.125
1.6997060000000008,0.0,0.0,-9.0,0.0,0.125
1.7321980000000003,0.0,0.0,-9.0,0.0,0.125
1.7613570000000003,0.0,0.0,-9.0,0.0,0.125
1.813161000000001,0.0,0.0,-9.0,0.0,0.125
1.8508879999999994,0.0,0.0,-9.0,0.0,0.125
1.8780020000000004,0.0,0.0,-9.0,0.0,0.125
1.9088030000000007,0.0,0.0,-9.0,0.0,0.125
1.9326369999999997,0.0,0.0,-9.0,0.0,0.125
1.9583759999999995,0.0,0.0,-9.0,0.0,0.125
1.990628000000001,0.0,0.0,-9.0,0.0,0.125
2.021230000000001,0.0,0.0,-9.0,0.0,0.125
2.053216000000001,0.0,0.0,-9.0,0.0,0.125
2.1107239999999994,0.0,0.0,-9.0,0.0,0.125
2.1310219999999997,1.0,0.0,-8.948275862068966,0.0,0.125
2.153887000000001,0.0,0.0,-9.0,0.0,0.125
2.1786189999999994,0.0,0.0,-9.0,0.0,0.125
2.2103710000000003,0.0,0.0,-9.0,0.0,0.125
2.2329570000000007,0.0,0.0,-9.0,0.0,0.125
2.260422,0.0,0.0,-9.0,0.0,0.125
2.2933850000000007,1.0,0.0,-8.948275862068966,0.0,0.125
2.325711,0.0,0.0,-8.948275862068966,0.0,0.125
2.3510480000000005,1.0,0.0,-8.948275862068966,0.0,0.125
2.3804809999999996,0.0,0.0,-9.0,0.0,0.125
2.4268940000000008,0.0,0.0,-9.0,0.0,0.125
2.471039000000001,0.0,0.0,-9.0,0.0,0.125
2.4921830000000007,0.0,0.0,-9.0,0.0,0.125
2.514526,0.0,0.0,-9.0,0.0,0.125
2.541983,0.0,0.0,-9.0,0.0,0.125
2.5761959999999995,1.0,0.0,-8.948275862068966,0.0,0.125
2.6005389999999995,1.0,0.0,-8.948275862068966,0.0,0.125
2.6373549999999994,0.0,0.0,-9.0,0.0,0.125
2.6906669999999995,0.0,0.0,-9.0,0.0,0.125
2.7332269999999994,0.0,0.0,-9.0,0.0,0.125
2.7590579999999996,0.0,0.0,-9.0,0.0,0.125
2.788755,0.0,0.0,-9.0,0.0,0.125
2.8180490000000002,0.0,0.0,-9.0,0.0,0.125
2.8454060000000005,0.0,0.0,-9.0,0.0,0.125
2.872820000000001,-1.0,0.0,-9.051724137931034,0.0,0.125
2.898423000000001,0.0,0.0,-9.0,0.0,0.125
2.9417399999999994,-1.0,0.0,-9.051724137931034,0.0,0.125
2.969564,0.0,0.0,-9.0,0.0,0.125
2.990896000000001,0.0,0.0,-9.0,0.0,0.125
3.016482,0.0,0.0,-9.0,0.0,0.125
3.0484799999999996,0.0,0.0,-9.0,0.0,0.125
3.0829640000000005,1.0,0.0,-8.948275862068966,0.0,0.125
3.1142129999999995,1.0,0.0,-8.948275862068966,0.0,0.125
3.137073000000001,1.0,0.0,-8.948275862068966,0.0,0.125
3.16699,0.0,0.0,-9.051724137931034,0.0,0.125
3.2169299999999996,1.0,0.0,-8.948275862068966,0.0,0.125
3.247769,1.0,0.0,-8.948275862068966,0.0,0.125
3.279388000000001,0.0,0.0,-9.0,0.0,0.125
3.310644,0.0,0.0,-9.0,0.0,0.125
3.334798000000001,1.0,0.0,-8.948275862068966,0.0,0.125
3.3586080000000003,1.0,0.0,-8.948275862068966,0.0,0.125
3.3890340000000005,0.0,0.0,-9.0,0.0,0.125
3.4343520000000005,0.0,0.0,-9.0,0.0,0.125
3.4708550000000002,0.0,0.0,-9.0,0.0,0.125
3.496035000000001,0.0,0.0,-9.0,0.0,0.125
3.5262890000000002,0.0,0.0,-9.0,0.0,0.125
3.549334,0.0,0.0,-9.0,0.0,0.125
3.568912000000001,0.0,0.0,-9.0,0.0,0.125
3.592258000000001,0.0,0.0,-9.0,0.0,0.125
3.6288970000000003,0.0,0.0,-9.0,0.0,0.125
3.6540479999999995,1.0,0.0,-8.948275862068966,0.0,0.125
3.6857939999999996,0.0,0.0,-9.0,0.0,0.125
3.712092,0.0,0.0,-9.0,0.0,0.125
3.7423909999999996,0.0,0.0,-9.0,0.0,0.125
3.770157000000001,0.0,0.0,-9.0,0.0,0.125
3.791849000000001,-25.0,0.0,-10.293103448275863,-12.463343108504398,13.25
3.8257449999999995,-150.0,-3.0,-16.758620689655174,-12.176686217008799,16.375
3.848483,-349.0,-37.0,-27.05172413793104,-11.890029325513195,17.5
